bert_score,candidate_id,is_same_group,target,eq_clean,level_idx,goal_clean
0.0011691601248458,1082,1,0,Dumbbell,2,Bodybuilding
0.0012731954921036,1665,0,0,Bodyweight,0,Athletics
0.0012525657657533,2606,1,0,Machine,2,Bodybuilding
0.0012730676680803,2804,1,0,Barbell,2,Bodybuilding
0.0015611974522471,505,1,0,Machine,2,Bodybuilding
0.0021490657236427,481,0,0,Machine,2,Powerbuilding
0.0014446282293647,1143,0,0,Bodyweight,2,Fitness
0.001534697599709,104,0,0,Bodyweight,0,Bodybuilding
0.0011700065806508,1569,1,0,Barbell,2,Bodybuilding
0.0014210406225174,2935,1,0,Bodyweight,2,Athletics
0.0014822706580162,598,0,0,Machine,0,Muscle & Sculpting
0.0012753348564729,2758,1,0,Machine,2,Athletics
0.0012147875968366,2638,0,0,Machine,2,Muscle & Sculpting
0.0011633982649073,2661,1,1,Dumbbell,2,Bodybuilding
